台番,機種名,BB,RB,BB確率,合成確率,総スタート,最終スタート,最大放出
353,盗忍！剛衛門,3,2,1/389,1/233,"1,166",48,826
355,押忍!番長3,18,5,1/136,1/107,"2,455",23,"2,311"
356,押忍!番長3,32,3,1/56,1/51,"1,788",311,"2,557"
357,押忍!番長3,11,2,1/96,1/81,"1,058",145,"1,159"
358,押忍!番長3,6,1,1/304,1/261,"1,826",231,"1,212"
360,押忍!番長3,3,0,1/299,1/299,897,86,966
361,SLOT魔法少女まどか☆マギカ2,23,16,1/125,1/74,"2,883",0,"1,213"
362,SLOT魔法少女まどか☆マギカ2,8,3,1/173,1/126,"1,384",122,766
363,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,5,7,1/310,1/129,"1,552",93,602
365,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,20,8,1/151,1/108,"3,023",56,"1,003"
366,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,6,4,1/149,1/89,892,128,510
367,SLOT劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,3,3,1/329,1/165,987,328,542
368,パチスロ北斗の拳 天昇,0,0,-,-,0,0,0
370,パチスロ北斗の拳 天昇,12,0,1/171,1/171,"2,053",0,"1,422"
371,パチスロ北斗の拳 天昇,0,0,-,-,0,0,0
372,パチスロ北斗の拳 天昇,0,0,-,-,0,0,0
373,SLOTバジリスク～甲賀忍法帖～絆2,33,22,1/100,1/60,"3,287",0,"2,039"
375,SLOTバジリスク～甲賀忍法帖～絆2,7,4,1/116,1/74,814,1,639
376,SLOTバジリスク～甲賀忍法帖～絆2,7,5,1/239,1/139,"1,671",4,"1,244"
377,SLOTバジリスク～甲賀忍法帖～絆2,14,7,1/102,1/68,"1,433",21,956
378,SLOTバジリスク～甲賀忍法帖～絆2,28,17,1/94,1/59,"2,641",56,"1,018"
380,バジリスク～甲賀忍法帖～絆,39,0,1/139,1/139,"5,421",113,"2,123"
381,バジリスク～甲賀忍法帖～絆,84,0,1/98,1/98,"8,222",104,"3,649"
382,バジリスク～甲賀忍法帖～絆,47,0,1/126,1/126,"5,940",0,"2,365"
383,バジリスク～甲賀忍法帖～絆,43,0,1/156,1/156,"6,704",7,"2,657"
385,バジリスク～甲賀忍法帖～絆,0,0,-,-,0,0,0
386,パチスロ北斗の拳 天昇,0,0,-,-,0,0,0
387,パチスロ北斗の拳 天昇,0,0,-,-,0,0,0
388,パチスロ北斗の拳 天昇,51,0,1/40,1/40,"2,065",3,"2,256"
500,パチスロ北斗の拳 天昇,2,0,1/438,1/438,875,0,639
501,Re:ゼロから始める異世界生活,4,0,1/569,1/569,"2,274",351,"2,350"
502,Re:ゼロから始める異世界生活,1,0,1/605,1/605,605,2,687
503,Re:ゼロから始める異世界生活,13,0,1/77,1/77,999,1,"1,229"
505,Re:ゼロから始める異世界生活,3,0,1/582,1/582,"1,746",50,"1,545"
506,Re:ゼロから始める異世界生活,16,0,1/183,1/183,"2,924",5,"2,082"
507,パチスロ交響詩篇エウレカセブン3 HI,1,3,1/212,1/53,212,54,292
508,パチスロ交響詩篇エウレカセブン3 HI,2,0,1/299,1/299,598,37,528
510,パチスロ交響詩篇エウレカセブン3 HI,1,0,1/725,1/725,725,3,801
511,パチスロ交響詩篇エウレカセブン3 HI,0,0,-,-,0,0,0
512,S 地獄少女 あとはあなたが決めることよ,21,15,1/282,1/165,"5,926",225,"3,464"
513,S 地獄少女 あとはあなたが決めることよ,12,6,1/223,1/149,"2,679",215,"1,712"
515,S 地獄少女 あとはあなたが決めることよ,43,8,1/89,1/75,"3,817",51,"4,059"
516,S 地獄少女 あとはあなたが決めることよ,6,6,1/425,1/212,"2,549",27,"1,919"
517,S 地獄少女 あとはあなたが決めることよ,11,11,1/351,1/175,"3,859",274,"2,143"
518,マイジャグラーⅢ,22,20,1/279,1/146,"6,131",332,"1,455"
520,マイジャグラーⅢ,12,14,1/300,1/139,"3,601",216,"1,660"
521,マイジャグラーⅢ,7,1,1/193,1/169,"1,352",554,"1,635"
522,マイジャグラーⅢ,29,18,1/235,1/145,"6,810",569,"3,051"
523,マイジャグラーⅢ,10,4,1/237,1/169,"2,366",256,"1,662"
525,マイジャグラーⅢ,10,6,1/265,1/166,"2,651",187,"1,542"
526,マイジャグラーⅢ,10,8,1/334,1/186,"3,340",210,"1,382"
527,マイジャグラーⅢ,5,2,1/343,1/245,"1,716",379,"1,739"
528,マイジャグラーⅢ,8,11,1/324,1/136,"2,592",314,"1,517"
530,マイジャグラーⅢ,7,3,1/284,1/199,"1,989",198,810
531,マイジャグラーⅢ,22,11,1/233,1/155,"5,116",241,"1,635"
532,ハッピージャグラーVⅡ,2,3,1/754,1/302,"1,508",163,"1,214"
533,ハッピージャグラーVⅡ,5,7,1/485,1/202,"2,426",203,"1,245"
535,ハッピージャグラーVⅡ,19,9,1/205,1/139,"3,889",31,"1,756"
536,ハッピージャグラーVⅡ,5,6,1/520,1/236,"2,601",366,"1,725"
537,ハッピージャグラーVⅡ,1,2,1/1554,1/518,"1,554",316,"1,792"
538,ハッピージャグラーVⅡ,2,0,1/383,1/383,765,371,584
550,ファンキージャグラー,23,16,1/254,1/150,"5,845",528,"1,925"
551,ファンキージャグラー,13,8,1/262,1/162,"3,401",139,821
552,ファンキージャグラー,1,0,1/780,1/780,780,302,800
553,ファンキージャグラー,1,3,1/1144,1/286,"1,144",506,968
555,ファンキージャグラー,26,23,1/278,1/147,"7,219",385,"2,866"
556,ファンキージャグラー,10,5,1/237,1/158,"2,368",132,"1,029"
557,ファンキージャグラー,36,15,1/192,1/135,"6,909",118,"3,729"
558,ファンキージャグラー,0,1,-,1/351,351,327,471
560,ファンキージャグラー,6,4,1/349,1/209,"2,092",126,"1,423"
561,ファンキージャグラー,0,2,-,1/365,729,669,968
562,ファンキージャグラー,30,13,1/199,1/139,"5,962",34,"2,761"
563,アイムジャグラーEX AnniversaryEdition,25,24,1/243,1/124,"6,069",5,"1,980"
565,アイムジャグラーEX AnniversaryEdition,6,4,1/296,1/178,"1,777",314,893
566,ニューアイムジャグラーEX,18,7,1/221,1/159,"3,977",204,"1,571"
567,ニューアイムジャグラーEX,1,3,1/1064,1/266,"1,064",220,"1,092"
568,ニューアイムジャグラーEX,9,5,1/279,1/179,"2,512",148,"1,289"
570,ゴーゴージャグラー2,0,1,-,1/1187,"1,187",918,"1,647"
571,ゴーゴージャグラー2,20,13,1/267,1/162,"5,333",405,"2,023"
572,ゴーゴージャグラー2,9,4,1/253,1/175,"2,277",211,"1,027"
573,ゴーゴージャグラー2,14,11,1/298,1/167,"4,176",218,"1,525"
575,ゴーゴージャグラー2,5,6,1/496,1/226,"2,481",427,"1,457"
576,マイジャグラーⅣ,6,6,1/354,1/177,"2,121",179,813
577,マイジャグラーⅣ,26,19,1/226,1/131,"5,883",297,"3,959"
578,マイジャグラーⅣ,8,10,1/406,1/180,"3,247",140,"1,309"
580,マイジャグラーⅣ,18,22,1/365,1/164,"6,571",22,"3,244"
581,マイジャグラーⅣ,2,2,1/608,1/304,"1,215",145,"1,289"
