台番,機種名,BB,RB,BB確率,合成確率,総スタート,最終スタート,最大放出
855,パチスロ猛獣王 王者の咆哮,0,0,-,-,0,0,0
856,パチスロ リング 呪いの7日間,8,6,1/51,1/29,405,86,0
857,パチスロ リング 呪いの7日間,0,1,-,1/596,596,268,0
858,パチスロエウレカセブンAO,11,4,1/199,1/146,"2,192",204,0
860,パチスロエウレカセブンAO,1,0,1/314,1/314,314,193,0
861,パチスロ バイオハザード リべレーションズ,7,2,1/31,1/24,216,12,0
862,パチスロ バイオハザード リべレーションズ,5,11,1/26,1/8,128,46,0
863,パチスロ バイオハザード リべレーションズ,35,37,1/55,1/27,"1,927",54,0
865,ＨＥＹ！鏡,0,0,-,-,226,227,0
866,ＨＥＹ！鏡,0,3,-,1/131,394,47,0
867,ＨＥＹ！鏡,0,0,-,-,0,0,0
868,ＨＥＹ！鏡,3,1,1/257,1/193,771,131,0
870,ＨＥＹ！鏡,0,0,-,-,0,0,0
871,ミリオンゴッド,8,0,1/453,1/453,"3,620",942,0
872,ミリオンゴッド,3,0,1/720,1/720,"2,159",297,0
873,ミリオンゴッド,28,0,1/120,1/120,"3,354",59,0
875,ミリオンゴッド,22,3,1/72,1/63,"1,578",148,0
876,GⅠ優駿倶楽部2,5,0,1/112,1/112,560,284,0
877,GⅠ優駿倶楽部2,0,0,-,-,140,140,0
878,GⅠ優駿倶楽部2,4,0,1/102,1/102,407,126,0
880,GⅠ優駿倶楽部2,11,0,1/71,1/71,779,191,0
881,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,0,0,0
882,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,26,26,0
883,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,50,50,0
885,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,0,0,0
886,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,0,0,0
887,パチスロコードギアス反逆のルルーシュR2,14,26,1/136,1/48,"1,903",105,0
888,パチスロコードギアス反逆のルルーシュR2,3,0,1/241,1/241,724,98,0
1000,パチスロコードギアス反逆のルルーシュR2,0,0,-,-,128,128,0
1001,沖ドキ！トロピカル,0,2,-,1/308,616,68,0
1002,沖ドキ！トロピカル,1,3,1/1157,1/289,"1,157",82,0
1003,SLOTバジリスク～甲賀忍法帖～Ⅲ,0,0,-,-,3,3,0
1005,SLOTバジリスク～甲賀忍法帖～Ⅲ,27,10,1/105,1/77,"2,838",0,0
1006,政宗2,0,0,-,-,0,0,0
1007,政宗2,36,25,1/43,1/26,"1,557",64,0
1008,パチスロ ヱヴァンゲリヲン AT777,10,8,1/140,1/78,"1,404",17,0
1010,パチスロ ヱヴァンゲリヲン AT777,0,0,-,-,0,0,0
1011,パチスロ ボンバーパワフルⅢ,0,0,-,-,367,367,0
1012,クレアの秘宝伝 ～眠りの塔とめざめの石～,2,1,1/228,1/152,455,113,0
1013,スーパービンゴギャラクシー,0,0,-,-,0,0,0
1015,パチスロリング 終焉ノ刻,2,2,1/429,1/215,858,265,0
1016,PACHISLOT NINJA GAIDEN,3,2,1/342,1/205,"1,025",128,0
1017,天下布武3,1,16,1/1481,1/87,"1,481",3,0
1018,パチスロ 地獄少女 宵伽,1,0,1/203,1/203,203,114,0
1020,スーパービンゴNEO,37,8,1/73,1/60,"2,718",141,0
1021,新世紀エヴァンゲリオン～まごころを、君に～2(レイパネル),1,0,1/386,1/386,386,58,0
1022,デビル メイ クライ クロス,1,1,1/749,1/375,749,68,0
1023,ぱちスロAKB48 勝利の女神,0,0,-,-,0,0,0
1025,マジカルハロウィン6,0,0,-,-,3,3,0
1026,ぱちスロ テラフォーマーズ,4,4,1/218,1/109,873,51,0
1027,ロックマン アビリティ 史上最大の試練,4,0,1/111,1/111,444,182,0
1028,回胴黙示録カイジ４,1,0,1/188,1/188,188,116,0
1030,マジカルハロウィン5,10,11,1/134,1/64,"1,342",42,0
1031,パチスロあの日見た花の名前を僕達はまだ知らない。,0,0,-,-,0,0,0
1032,パチスロ蒼き鋼のアルペジオ,0,0,-,-,93,93,0
1033,ぱちスロ AKB48 エンジェル,1,2,1/829,1/276,829,480,0
1035,燃えよ!功夫淑女ドラゴン,0,0,-,-,0,0,0
1036,戦国乙女～剣戟に舞う白き剣聖～西国参戦編,8,0,1/177,1/177,"1,418",49,0
1037,リノ,15,5,1/72,1/54,"1,086",196,0
1038,パチスロ北斗の拳 修羅の国篇 羅刹ver.,3,0,1/161,1/161,484,137,0
1050,パチスロ火曜サスペンス劇場,0,0,-,-,0,0,0
1051,パチスロ ガールズ&パンツァーG～これが私の戦車道です!～,0,0,-,-,0,0,0
1052,パチスロ 聖闘士星矢 海皇覚醒,0,0,-,-,0,0,0
1053,パチスロ モンキーターンⅡ,19,0,1/103,1/103,"1,960",128,0
1055,パチスロ ケロット3,0,1,-,1/247,247,94,0
1056,パチスロBLOOD+ 二人の女王,2,5,1/262,1/75,523,182,0
1057,パチスロ学園黙示録ハイスクール・オブ・ザ・デッド,0,0,-,-,0,0,0
1058,SLOTギャラガ,0,0,-,-,150,150,0
1060,パチスロ北斗の拳 修羅の国篇,3,3,1/321,1/161,963,344,0
1061,パチスロ マッハGoGoGo,0,0,-,-,158,158,0
1062,A,1,0,1/529,1/529,529,139,0
1063,パチスロ牙狼,1,0,1/167,1/167,167,118,0
1065,戦国パチスロ花の慶次 ～天を穿つ戦槍～,0,0,-,-,99,99,0
1066,パチスロ ゴッドイーター,6,4,1/143,1/86,860,107,0
1067,バーサス,16,3,1/155,1/131,"2,485",206,0
1068,A,4,2,1/237,1/158,946,74,0
1070,3×3EYES ～聖魔覚醒～,0,0,-,-,336,336,0
1131,ゴーゴージャグラー2,15,19,1/306,1/135,"4,591",551,0
1132,ゴーゴージャグラー2,6,1,1/182,1/156,"1,092",321,0
1133,ゴーゴージャグラー2,0,0,-,-,172,172,0
1135,ゴーゴージャグラー,24,20,1/226,1/123,"5,420",105,0
1136,ゴーゴージャグラー,4,0,1/161,1/161,645,118,0
1137,ゴーゴージャグラー,2,1,1/394,1/263,788,464,0
1138,ゴーゴージャグラー,0,0,-,-,505,505,0
1150,ゴーゴージャグラー,6,3,1/272,1/181,"1,631",172,0
1151,スーパーミラクルジャグラー,1,1,1/622,1/311,622,185,0
1152,スーパーミラクルジャグラー,25,11,1/222,1/154,"5,544",61,0
1153,スーパーミラクルジャグラー,0,0,-,-,242,243,0
1155,アイムジャグラーEX－AE,0,0,-,-,0,0,0
1156,アイムジャグラーEX－AE,10,7,1/260,1/153,"2,598",883,0
1157,アイムジャグラーEX－AE,1,0,1/430,1/430,430,137,0
1158,アイムジャグラーEX－AE,6,3,1/232,1/154,"1,389",222,0
1160,アイムジャグラーEX－AE,1,1,1/521,1/261,521,496,0
1161,アイムジャグラーEX－AE,5,5,1/283,1/141,"1,414",291,0
1162,アイムジャグラーEX－AE,8,6,1/270,1/154,"2,158",146,0
1163,アイムジャグラーEX－AE,1,1,1/600,1/300,600,425,0
1165,アイムジャグラーEX－AE,24,12,1/176,1/118,"4,234",354,0
1166,アイムジャグラーEX－AE,21,11,1/256,1/168,"5,381",174,0
1167,アイムジャグラーEX－AE,1,0,1/357,1/357,357,113,0
1168,アイムジャグラーEX－AE,4,5,1/384,1/171,"1,535",385,0
1170,アイムジャグラーEX－AE,4,5,1/376,1/167,"1,505",228,0
1171,アイムジャグラーEX－AE,0,2,-,1/373,745,138,0
1172,アイムジャグラーEX－AE,7,3,1/274,1/192,"1,915",176,0
1173,アイムジャグラーEX－AE,4,4,1/370,1/185,"1,481",424,0
1175,アイムジャグラーEX－AE,1,1,1/1370,1/685,"1,370",251,0
1176,アイムジャグラーEX－AE,8,4,1/258,1/172,"2,066",160,0
1177,スーパーミラクルジャグラー,0,0,-,-,243,243,0
1178,スーパーミラクルジャグラー,10,13,1/369,1/160,"3,685",194,0
1180,スーパーミラクルジャグラー,20,12,1/215,1/134,"4,295",336,0
1181,ゴーゴージャグラー,5,7,1/379,1/158,"1,893",267,0
1182,ゴーゴージャグラー,5,2,1/345,1/247,"1,726",211,0
1183,ゴーゴージャグラー,1,1,1/773,1/387,773,480,0
1185,ゴーゴージャグラー,5,8,1/397,1/153,"1,986",153,0
1186,ゴーゴージャグラー,2,4,1/665,1/222,"1,329",151,0
1187,ゴーゴージャグラー2,1,1,1/738,1/369,738,133,0
1188,ゴーゴージャグラー2,21,15,1/228,1/133,"4,783",140,0
1200,ゴーゴージャグラー2,1,1,1/1017,1/509,"1,017",243,0
1201,パチスロディスクアップ,8,4,1/301,1/201,"2,407",216,0
1202,パチスロディスクアップ,16,12,1/249,1/142,"3,986",105,0
1203,パチスロディスクアップ,2,0,1/404,1/404,808,125,0
1205,パチスロディスクアップ,2,0,1/584,1/584,"1,168",280,0
1206,パチスロディスクアップ,26,8,1/206,1/157,"5,354",159,0
1207,パチスロディスクアップ,22,12,1/313,1/203,"6,896",52,0
1208,スーパープラネットSP,1,0,1/122,1/122,122,110,0
1210,スーパープラネットSP,0,0,-,-,27,27,0
1211,スーパープラネットSP,3,0,1/273,1/273,818,279,0
1212,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,0,0,-,-,0,0,0
1213,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,0,0,-,-,0,0,0
1215,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,0,0,-,-,0,0,0
1216,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,0,0,-,-,0,0,0
1217,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか,6,11,1/110,1/39,661,106,0
1218,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか,0,0,-,-,0,0,0
1220,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか,0,0,-,-,25,25,0
1221,シークレットハイビスカス,2,1,1/175,1/116,349,56,0
1222,シークレットハイビスカス,0,0,-,-,27,27,0
1223,シークレットハイビスカス,0,0,-,-,41,41,0
1225,シークレットハイビスカス,0,0,-,-,122,122,0
1226,ニューパルサーSPⅡ,0,0,-,-,137,137,0
1227,ニューパルサーSPⅡ,0,0,-,-,105,105,0
1228,ニューパルサーSPⅡ,2,4,1/446,1/149,891,118,0
1230,ニューパルサーSPⅡ,0,0,-,-,151,152,0
1231,ニューパルサーデラックス,16,12,1/188,1/108,"3,010",70,0
1232,ニューパルサーデラックス,0,0,-,-,102,102,0
1233,ニューパルサーデラックス,2,4,1/518,1/173,"1,036",124,0
1235,バイオハザード イントゥザパニック,7,4,1/156,1/100,"1,095",347,0
1236,バイオハザード イントゥザパニック,0,0,-,-,81,81,0
1237,バイオハザード イントゥザパニック,0,0,-,-,35,35,0
1238,バイオハザード イントゥザパニック,0,0,-,-,28,28,0
1250,クレアの秘宝伝 女神の夢と魔法の遺跡,3,1,1/138,1/103,413,215,0
1251,クレアの秘宝伝 女神の夢と魔法の遺跡,3,3,1/424,1/212,"1,271",18,0
1252,クレアの秘宝伝 女神の夢と魔法の遺跡,0,2,-,1/253,506,352,0
1253,サンダーVリボルト,0,1,-,1/149,149,100,0
1255,サンダーVリボルト,1,0,1/264,1/264,264,115,0
1256,サンダーVリボルト,1,1,1/481,1/241,481,285,0
1257,ハナビ,1,0,1/284,1/284,284,151,0
1258,ハナビ,0,0,-,-,148,149,0
