台番,機種名,BB,RB,BB確率,合成確率,総スタート,最終スタート,最大放出
862,パチスロ バイオハザード リべレーションズ,50,78,1/78,1/31,"3,913",102,0
863,パチスロ バイオハザード リべレーションズ,75,66,1/64,1/34,"4,807",43,0
865,ＨＥＹ！鏡,0,0,-,-,0,0,0
866,ＨＥＹ！鏡,3,2,1/369,1/222,"1,108",2,0
867,ＨＥＹ！鏡,0,2,-,1/336,672,7,0
868,ＨＥＹ！鏡,0,0,-,-,18,18,0
870,ＨＥＹ！鏡,0,3,-,1/235,706,4,0
871,ミリオンゴッド,14,1,1/216,1/201,"3,018",59,0
872,ミリオンゴッド,18,1,1/105,1/100,"1,894",207,0
873,ミリオンゴッド,22,2,1/36,1/33,789,126,0
875,ミリオンゴッド,38,1,1/70,1/68,"2,659",366,0
876,GⅠ優駿倶楽部2,15,0,1/94,1/94,"1,410",5,0
877,GⅠ優駿倶楽部2,5,0,1/129,1/129,643,5,0
878,GⅠ優駿倶楽部2,10,0,1/116,1/116,"1,161",5,0
880,GⅠ優駿倶楽部2,1,0,1/803,1/803,803,21,0
881,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,63,63,0
882,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,116,116,0
883,パチスロ FAIRY TAIL(ナツver.),0,1,-,1/168,168,138,0
885,パチスロ FAIRY TAIL(ナツver.),0,1,-,1/485,485,266,0
886,パチスロ FAIRY TAIL(ナツver.),0,1,-,1/245,245,148,0
887,パチスロコードギアス反逆のルルーシュR2,22,24,1/210,1/100,"4,610",69,0
888,パチスロコードギアス反逆のルルーシュR2,15,14,1/192,1/99,"2,875",61,0
1000,パチスロコードギアス反逆のルルーシュR2,25,24,1/223,1/114,"5,585",102,0
1001,沖ドキ！トロピカル,1,4,1/1319,1/264,"1,319",211,0
1002,沖ドキ！トロピカル,8,11,1/332,1/140,"2,653",82,0
1003,SLOTバジリスク～甲賀忍法帖～Ⅲ,2,1,1/144,1/96,287,215,0
1005,SLOTバジリスク～甲賀忍法帖～Ⅲ,17,4,1/190,1/153,"3,223",62,0
1006,政宗2,8,14,1/323,1/118,"2,586",31,0
1007,政宗2,9,5,1/121,1/78,"1,089",140,0
1008,パチスロ ヱヴァンゲリヲン AT777,2,8,1/606,1/121,"1,212",27,0
1010,パチスロ ヱヴァンゲリヲン AT777,2,6,1/566,1/141,"1,131",69,0
1011,パチスロ ボンバーパワフルⅢ,8,9,1/263,1/124,"2,107",366,0
1012,クレアの秘宝伝 ～眠りの塔とめざめの石～,4,2,1/476,1/317,"1,904",336,0
1013,スーパービンゴギャラクシー,6,11,1/469,1/166,"2,816",372,0
1015,パチスロリング 終焉ノ刻,3,3,1/449,1/225,"1,348",91,0
1016,PACHISLOT NINJA GAIDEN,8,4,1/237,1/158,"1,892",15,0
1017,天下布武3,1,6,1/1129,1/161,"1,129",8,0
1018,パチスロ 地獄少女 宵伽,11,0,1/252,1/252,"2,777",142,0
1020,スーパービンゴNEO,17,9,1/181,1/118,"3,072",40,0
1021,新世紀エヴァンゲリオン～まごころを、君に～2(レイパネル),6,4,1/387,1/232,"2,321",58,0
1022,デビル メイ クライ クロス,5,6,1/593,1/269,"2,964",63,0
1023,ぱちスロAKB48 勝利の女神,76,4,1/29,1/28,"2,239",127,0
1025,マジカルハロウィン6,8,4,1/125,1/84,"1,002",518,0
1026,ぱちスロ テラフォーマーズ,20,28,1/155,1/64,"3,091",97,0
1027,ロックマン アビリティ 史上最大の試練,1,0,1/280,1/280,280,114,0
1028,回胴黙示録カイジ４,0,0,-,-,0,0,0
1030,マジカルハロウィン5,24,40,1/88,1/33,"2,122",30,0
1031,パチスロあの日見た花の名前を僕達はまだ知らない。,89,16,1/6,1/5,575,1,0
1032,パチスロ蒼き鋼のアルペジオ,0,1,-,1/893,893,497,0
1033,ぱちスロ AKB48 エンジェル,3,1,1/176,1/132,529,109,0
1035,燃えよ!功夫淑女ドラゴン,14,11,1/155,1/87,"2,165",103,0
1036,戦国乙女～剣戟に舞う白き剣聖～西国参戦編,11,0,1/297,1/297,"3,266",221,0
1037,リノ,3,3,1/520,1/260,"1,560",147,0
1038,パチスロ北斗の拳 修羅の国篇 羅刹ver.,3,1,1/269,1/202,807,406,0
1050,パチスロ火曜サスペンス劇場,0,0,-,-,282,283,0
1051,パチスロ ガールズ&パンツァーG～これが私の戦車道です!～,5,2,1/47,1/33,233,1,0
1052,パチスロ 聖闘士星矢 海皇覚醒,20,1,1/336,1/320,"6,729",150,0
1053,パチスロ モンキーターンⅡ,14,0,1/220,1/220,"3,077",66,0
1055,パチスロ ケロット3,1,1,1/650,1/325,650,403,0
1056,パチスロBLOOD+ 二人の女王,8,10,1/428,1/190,"3,426",32,0
1057,パチスロ学園黙示録ハイスクール・オブ・ザ・デッド,4,2,1/266,1/177,"1,062",407,0
1058,SLOTギャラガ,0,0,-,-,212,212,0
1060,パチスロ北斗の拳 修羅の国篇,18,10,1/147,1/95,"2,647",4,0
1061,パチスロ マッハGoGoGo,4,5,1/390,1/173,"1,560",598,0
1062,A,6,2,1/182,1/137,"1,093",78,0
1063,パチスロ牙狼,7,0,1/121,1/121,847,142,0
1065,戦国パチスロ花の慶次 ～天を穿つ戦槍～,2,1,1/198,1/132,395,116,0
1066,パチスロ ゴッドイーター,29,10,1/136,1/101,"3,942",93,0
1067,バーサス,10,8,1/212,1/118,"2,121",110,0
1068,A,6,2,1/180,1/135,"1,081",238,0
1070,3×3EYES ～聖魔覚醒～,1,1,1/248,1/124,248,223,0
1131,ゴーゴージャグラー2,9,11,1/493,1/222,"4,433",183,0
1132,ゴーゴージャグラー2,1,1,1/739,1/370,739,271,0
1133,ゴーゴージャグラー2,32,16,1/171,1/114,"5,474",258,0
1135,ゴーゴージャグラー,0,1,-,1/408,408,324,0
1136,ゴーゴージャグラー,23,17,1/219,1/126,"5,031",175,0
1137,ゴーゴージャグラー,4,1,1/200,1/160,801,195,0
1138,ゴーゴージャグラー,20,10,1/205,1/137,"4,104",273,0
1150,ゴーゴージャグラー,0,1,-,1/427,427,297,0
1151,スーパーミラクルジャグラー,6,4,1/360,1/216,"2,161",184,0
1152,スーパーミラクルジャグラー,3,2,1/436,1/262,"1,309",391,0
1153,スーパーミラクルジャグラー,9,4,1/222,1/154,"1,997",4,0
1155,アイムジャグラーEX－AE,0,0,-,-,0,0,0
1156,アイムジャグラーEX－AE,1,2,1/653,1/218,653,471,0
1157,アイムジャグラーEX－AE,5,5,1/325,1/162,"1,623",205,0
1158,アイムジャグラーEX－AE,6,6,1/320,1/160,"1,921",490,0
1160,アイムジャグラーEX－AE,2,1,1/252,1/168,503,172,0
1161,アイムジャグラーEX－AE,11,12,1/367,1/176,"4,040",357,0
1162,アイムジャグラーEX－AE,9,5,1/215,1/138,"1,934",156,0
1163,アイムジャグラーEX－AE,12,9,1/280,1/160,"3,362",343,0
1165,アイムジャグラーEX－AE,1,1,1/697,1/349,697,516,0
1166,アイムジャグラーEX－AE,6,5,1/364,1/198,"2,182",166,0
1167,アイムジャグラーEX－AE,0,0,-,-,237,238,0
1168,アイムジャグラーEX－AE,12,10,1/275,1/150,"3,302",164,0
1170,アイムジャグラーEX－AE,4,0,1/171,1/171,683,388,0
1171,アイムジャグラーEX－AE,3,1,1/542,1/407,"1,627",173,0
1172,アイムジャグラーEX－AE,1,0,1/769,1/769,769,171,0
1173,アイムジャグラーEX－AE,5,0,1/154,1/154,772,156,0
1175,アイムジャグラーEX－AE,3,2,1/263,1/158,789,275,0
1176,アイムジャグラーEX－AE,24,23,1/300,1/153,"7,209",243,0
1177,スーパーミラクルジャグラー,5,1,1/169,1/141,847,164,0
1178,スーパーミラクルジャグラー,4,6,1/415,1/166,"1,658",393,0
1180,スーパーミラクルジャグラー,17,11,1/245,1/148,"4,157",219,0
1181,ゴーゴージャグラー,2,2,1/515,1/258,"1,030",104,0
1182,ゴーゴージャグラー,16,22,1/320,1/135,"5,123",118,0
1183,ゴーゴージャグラー,1,1,1/551,1/276,551,397,0
1185,ゴーゴージャグラー,21,15,1/231,1/135,"4,844",250,0
1186,ゴーゴージャグラー,11,10,1/307,1/161,"3,378",481,0
1187,ゴーゴージャグラー2,6,7,1/325,1/150,"1,952",187,0
1188,ゴーゴージャグラー2,18,12,1/271,1/163,"4,886",427,0
1200,ゴーゴージャグラー2,7,2,1/274,1/213,"1,918",302,0
1201,パチスロディスクアップ,25,15,1/304,1/190,"7,592",2,0
1202,パチスロディスクアップ,19,7,1/293,1/214,"5,575",224,0
1203,パチスロディスクアップ,19,11,1/280,1/177,"5,317",5,0
1205,パチスロディスクアップ,14,12,1/304,1/163,"4,249",238,0
1206,パチスロディスクアップ,32,12,1/198,1/144,"6,332",69,0
1207,パチスロディスクアップ,19,10,1/280,1/183,"5,317",153,0
1208,スーパープラネットSP,0,0,-,-,249,249,0
1210,スーパープラネットSP,1,0,1/207,1/207,207,198,0
1211,スーパープラネットSP,0,0,-,-,162,162,0
1212,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,0,0,-,-,179,179,0
1213,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,14,12,1/372,1/200,"5,212",515,0
1215,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,0,1,-,1/204,204,175,0
1216,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,3,1,1/388,1/291,"1,163",325,0
1217,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか,8,12,1/200,1/80,"1,596",59,0
1218,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか,0,0,-,-,226,226,0
1220,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか,4,1,1/218,1/174,870,149,0
1221,シークレットハイビスカス,0,2,-,1/225,450,364,0
1222,シークレットハイビスカス,3,3,1/329,1/164,986,74,0
1223,シークレットハイビスカス,0,0,-,-,30,30,0
1225,シークレットハイビスカス,1,0,1/179,1/179,179,159,0
1226,ニューパルサーSPⅡ,4,1,1/316,1/252,"1,262",268,0
1227,ニューパルサーSPⅡ,2,1,1/293,1/195,586,366,0
1228,ニューパルサーSPⅡ,2,2,1/330,1/165,659,377,0
1230,ニューパルサーSPⅡ,15,4,1/198,1/156,"2,972",43,0
1231,ニューパルサーデラックス,1,0,1/592,1/592,592,263,0
1232,ニューパルサーデラックス,0,1,-,1/159,159,145,0
1233,ニューパルサーデラックス,1,0,1/585,1/585,585,316,0
1235,バイオハザード イントゥザパニック,1,0,1/591,1/591,591,455,0
1236,バイオハザード イントゥザパニック,3,0,1/242,1/242,726,215,0
1237,バイオハザード イントゥザパニック,0,0,-,-,296,296,0
1238,バイオハザード イントゥザパニック,7,3,1/214,1/150,"1,501",342,0
1250,クレアの秘宝伝 女神の夢と魔法の遺跡,11,8,1/275,1/159,"3,026",158,0
1251,クレアの秘宝伝 女神の夢と魔法の遺跡,18,24,1/269,1/115,"4,846",134,0
1252,クレアの秘宝伝 女神の夢と魔法の遺跡,14,2,1/210,1/184,"2,940",131,0
1253,サンダーVリボルト,2,6,1/616,1/154,"1,231",141,0
1255,サンダーVリボルト,0,0,-,-,16,16,0
1256,サンダーVリボルト,7,4,1/228,1/145,"1,594",231,0
1257,ハナビ,5,4,1/411,1/228,"2,053",403,0
1258,ハナビ,1,3,1/1531,1/383,"1,531",194,0
