台番,機種名,BB,RB,BB確率,合成確率,総スタート,最終スタート,最大放出
861,パチスロ バイオハザード リべレーションズ,30,43,1/87,1/36,"2,602",51,0
862,パチスロ バイオハザード リべレーションズ,13,11,1/56,1/30,723,61,0
863,パチスロ バイオハザード リべレーションズ,36,14,1/84,1/60,"3,014",20,0
865,ＨＥＹ！鏡,0,0,-,-,0,0,0
866,ＨＥＹ！鏡,1,2,1/889,1/296,889,5,0
867,ＨＥＹ！鏡,0,0,-,-,175,175,0
868,ＨＥＹ！鏡,5,1,1/24,1/20,122,51,0
870,ＨＥＹ！鏡,0,0,-,-,101,101,0
871,ミリオンゴッド,14,0,1/268,1/268,"3,757",115,0
872,ミリオンゴッド,7,1,1/214,1/187,"1,496",79,0
873,ミリオンゴッド,13,1,1/127,1/118,"1,657",104,0
875,ミリオンゴッド,20,1,1/111,1/106,"2,222",44,0
876,GⅠ優駿倶楽部2,0,0,-,-,0,0,0
877,GⅠ優駿倶楽部2,0,0,-,-,0,0,0
878,GⅠ優駿倶楽部2,14,0,1/83,1/83,"1,164",36,0
880,GⅠ優駿倶楽部2,0,0,-,-,0,0,0
881,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,79,79,0
882,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,0,0,0
883,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,0,0,0
885,パチスロ FAIRY TAIL(ナツver.),0,0,-,-,0,0,0
886,パチスロ FAIRY TAIL(ナツver.),4,1,1/174,1/139,697,33,0
887,パチスロコードギアス反逆のルルーシュR2,11,9,1/187,1/103,"2,057",181,0
888,パチスロコードギアス反逆のルルーシュR2,7,5,1/140,1/82,983,202,0
1000,パチスロコードギアス反逆のルルーシュR2,4,1,1/208,1/166,832,111,0
1001,沖ドキ！トロピカル,0,4,-,1/359,"1,434",87,0
1002,沖ドキ！トロピカル,0,1,-,1/406,406,259,0
1003,SLOTバジリスク～甲賀忍法帖～Ⅲ,2,0,1/135,1/135,269,101,0
1005,SLOTバジリスク～甲賀忍法帖～Ⅲ,0,0,-,-,201,201,0
1006,政宗2,0,0,-,-,369,369,0
1007,政宗2,10,7,1/165,1/97,"1,649",119,0
1008,パチスロ ヱヴァンゲリヲン AT777,0,0,-,-,13,13,0
1010,パチスロ ヱヴァンゲリヲン AT777,0,0,-,-,0,0,0
1011,パチスロ ボンバーパワフルⅢ,1,5,1/1411,1/235,"1,411",174,0
1012,クレアの秘宝伝 ～眠りの塔とめざめの石～,1,2,1/1162,1/387,"1,162",532,0
1013,スーパービンゴギャラクシー,0,0,-,-,0,0,0
1015,パチスロリング 終焉ノ刻,4,1,1/343,1/274,"1,370",153,0
1016,PACHISLOT NINJA GAIDEN,2,1,1/304,1/202,607,87,0
1017,天下布武3,0,0,-,-,155,155,0
1018,パチスロ 地獄少女 宵伽,2,0,1/164,1/164,328,134,0
1020,スーパービンゴNEO,48,6,1/33,1/30,"1,606",4,0
1021,新世紀エヴァンゲリオン～まごころを、君に～2(レイパネル),0,1,-,1/675,675,216,0
1022,デビル メイ クライ クロス,1,1,1/700,1/350,700,399,0
1023,ぱちスロAKB48 勝利の女神,0,0,-,-,323,323,0
1025,マジカルハロウィン6,1,1,1/421,1/211,421,117,0
1026,ぱちスロ テラフォーマーズ,10,5,1/75,1/50,754,38,0
1027,ロックマン アビリティ 史上最大の試練,0,0,-,-,470,470,0
1028,回胴黙示録カイジ４,0,0,-,-,0,0,0
1030,マジカルハロウィン5,27,23,1/108,1/58,"2,917",54,0
1031,パチスロあの日見た花の名前を僕達はまだ知らない。,0,0,-,-,0,0,0
1032,パチスロ蒼き鋼のアルペジオ,1,2,1/925,1/308,925,378,0
1033,ぱちスロ AKB48 エンジェル,0,0,-,-,61,61,0
1035,燃えよ!功夫淑女ドラゴン,7,6,1/210,1/113,"1,473",104,0
1036,戦国乙女～剣戟に舞う白き剣聖～西国参戦編,12,0,1/182,1/182,"2,179",422,0
1037,リノ,8,9,1/162,1/76,"1,295",37,0
1038,パチスロ北斗の拳 修羅の国篇 羅刹ver.,0,0,-,-,0,0,0
1050,パチスロ火曜サスペンス劇場,2,5,1/482,1/138,964,227,0
1051,パチスロ ガールズ&パンツァーG～これが私の戦車道です!～,9,10,1/176,1/83,"1,582",10,0
1052,パチスロ 聖闘士星矢 海皇覚醒,18,2,1/122,1/110,"2,204",12,0
1053,パチスロ モンキーターンⅡ,3,0,1/555,1/555,"1,666",128,0
1055,パチスロ ケロット3,31,16,1/184,1/121,"5,704",0,0
1056,パチスロBLOOD+ 二人の女王,0,0,-,-,398,398,0
1057,パチスロ学園黙示録ハイスクール・オブ・ザ・デッド,9,5,1/83,1/54,749,36,0
1058,SLOTギャラガ,5,0,1/51,1/51,253,121,0
1060,パチスロ北斗の拳 修羅の国篇,1,1,1/783,1/392,783,514,0
1061,パチスロ マッハGoGoGo,1,2,1/589,1/196,589,233,0
1062,A,5,5,1/266,1/133,"1,332",143,0
1063,パチスロ牙狼,10,0,1/102,1/102,"1,021",151,0
1065,戦国パチスロ花の慶次 ～天を穿つ戦槍～,1,1,1/740,1/370,740,119,0
1066,パチスロ ゴッドイーター,8,4,1/178,1/119,"1,427",188,0
1067,バーサス,11,6,1/162,1/105,"1,780",161,0
1068,A,3,2,1/301,1/181,904,373,0
1070,3×3EYES ～聖魔覚醒～,0,0,-,-,26,26,0
1131,ゴーゴージャグラー2,24,20,1/245,1/134,"5,879",161,0
1132,ゴーゴージャグラー2,22,21,1/236,1/121,"5,191",162,0
1133,ゴーゴージャグラー2,19,25,1/324,1/140,"6,161",156,0
1135,ゴーゴージャグラー,0,1,-,1/615,615,315,0
1136,ゴーゴージャグラー,18,11,1/229,1/142,"4,121",111,0
1137,ゴーゴージャグラー,3,4,1/437,1/187,"1,311",223,0
1138,ゴーゴージャグラー,14,10,1/251,1/146,"3,509",255,0
1150,ゴーゴージャグラー,20,13,1/259,1/157,"5,174",174,0
1151,スーパーミラクルジャグラー,8,7,1/311,1/166,"2,485",362,0
1152,スーパーミラクルジャグラー,9,10,1/328,1/156,"2,955",579,0
1153,スーパーミラクルジャグラー,27,18,1/268,1/161,"7,246",210,0
1155,アイムジャグラーEX－AE,0,0,-,-,0,0,0
1156,アイムジャグラーEX－AE,3,3,1/322,1/161,965,440,0
1157,アイムジャグラーEX－AE,11,19,1/375,1/138,"4,128",104,0
1158,アイムジャグラーEX－AE,5,2,1/302,1/215,"1,508",280,0
1160,アイムジャグラーEX－AE,11,8,1/235,1/136,"2,587",123,0
1161,アイムジャグラーEX－AE,3,3,1/410,1/205,"1,231",189,0
1162,アイムジャグラーEX－AE,13,10,1/300,1/169,"3,897",262,0
1163,アイムジャグラーEX－AE,0,2,-,1/585,"1,169",296,0
1165,アイムジャグラーEX－AE,8,7,1/415,1/221,"3,320",337,0
1166,アイムジャグラーEX－AE,9,1,1/285,1/256,"2,563",203,0
1167,アイムジャグラーEX－AE,23,6,1/222,1/176,"5,113",31,0
1168,アイムジャグラーEX－AE,4,3,1/349,1/200,"1,397",152,0
1170,アイムジャグラーEX－AE,8,5,1/305,1/188,"2,443",792,0
1171,アイムジャグラーEX－AE,18,19,1/267,1/130,"4,797",147,0
1172,アイムジャグラーEX－AE,0,0,-,-,415,415,0
1173,アイムジャグラーEX－AE,24,13,1/227,1/147,"5,441",173,0
1175,アイムジャグラーEX－AE,11,4,1/185,1/135,"2,030",224,0
1176,アイムジャグラーEX－AE,5,4,1/348,1/193,"1,738",328,0
1177,スーパーミラクルジャグラー,16,21,1/350,1/151,"5,604",153,0
1178,スーパーミラクルジャグラー,22,16,1/261,1/151,"5,746",203,0
1180,スーパーミラクルジャグラー,6,10,1/520,1/195,"3,118",169,0
1181,ゴーゴージャグラー,6,3,1/252,1/168,"1,514",517,0
1182,ゴーゴージャグラー,8,6,1/331,1/189,"2,649",293,0
1183,ゴーゴージャグラー,2,7,1/781,1/173,"1,561",285,0
1185,ゴーゴージャグラー,22,13,1/239,1/150,"5,257",652,0
1186,ゴーゴージャグラー,15,12,1/218,1/121,"3,265",170,0
1187,ゴーゴージャグラー2,6,7,1/374,1/172,"2,241",282,0
1188,ゴーゴージャグラー2,10,8,1/207,1/115,"2,074",297,0
1200,ゴーゴージャグラー2,13,4,1/269,1/206,"3,499",140,0
1201,パチスロディスクアップ,23,13,1/291,1/186,"6,691",260,0
1202,パチスロディスクアップ,20,9,1/274,1/189,"5,477",259,0
1203,パチスロディスクアップ,9,6,1/220,1/132,"1,978",152,0
1205,パチスロディスクアップ,7,2,1/245,1/190,"1,714",79,0
1206,パチスロディスクアップ,3,1,1/322,1/241,965,281,0
1207,パチスロディスクアップ,7,3,1/325,1/227,"2,272",9,0
1208,スーパープラネットSP,0,0,-,-,38,39,0
1210,スーパープラネットSP,0,0,-,-,34,34,0
1211,スーパープラネットSP,0,1,-,1/181,181,75,0
1212,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,0,0,-,-,93,93,0
1213,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,0,0,-,-,323,323,0
1215,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,1,0,1/387,1/387,387,236,0
1216,パチスロコードギアス反逆のルルーシュR2 C.C.ver.,2,2,1/617,1/309,"1,234",704,0
1217,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか,7,13,1/124,1/43,867,21,0
1218,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか,4,1,1/156,1/125,625,225,0
1220,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか,2,6,1/400,1/100,800,111,0
1221,シークレットハイビスカス,4,1,1/100,1/80,398,109,0
1222,シークレットハイビスカス,0,0,-,-,116,116,0
1223,シークレットハイビスカス,0,0,-,-,139,139,0
1225,シークレットハイビスカス,2,1,1/358,1/239,716,228,0
1226,ニューパルサーSPⅡ,1,2,1/579,1/193,579,58,0
1227,ニューパルサーSPⅡ,1,2,1/450,1/150,450,32,0
1228,ニューパルサーSPⅡ,0,1,-,1/344,344,293,0
1230,ニューパルサーSPⅡ,0,0,-,-,222,222,0
1231,ニューパルサーデラックス,2,0,1/297,1/297,593,145,0
1232,ニューパルサーデラックス,1,2,1/764,1/255,764,63,0
1233,ニューパルサーデラックス,1,0,1/536,1/536,536,151,0
1235,バイオハザード イントゥザパニック,4,2,1/183,1/122,733,152,0
1236,バイオハザード イントゥザパニック,0,0,-,-,117,117,0
1237,バイオハザード イントゥザパニック,0,0,-,-,40,40,0
1238,バイオハザード イントゥザパニック,1,0,1/197,1/197,197,159,0
1250,クレアの秘宝伝 女神の夢と魔法の遺跡,4,1,1/142,1/114,568,226,0
1251,クレアの秘宝伝 女神の夢と魔法の遺跡,11,1,1/135,1/124,"1,485",141,0
1252,クレアの秘宝伝 女神の夢と魔法の遺跡,4,3,1/336,1/192,"1,342",670,0
1253,サンダーVリボルト,6,3,1/195,1/130,"1,167",162,0
1255,サンダーVリボルト,0,0,-,-,25,25,0
1256,サンダーVリボルト,0,0,-,-,205,205,0
1257,ハナビ,0,0,-,-,470,470,0
1258,ハナビ,0,0,-,-,306,306,0
