台番,機種名,BB,RB,BB確率,合成確率,総スタート,最終スタート,最大放出
551,ファンキージャグラー,21,13,1/237,1/147,"4,982",40,"1,316"
552,ファンキージャグラー,16,11,1/237,1/141,"3,798",135,"2,097"
553,ファンキージャグラー,16,10,1/250,1/154,"4,001",265,"1,274"
555,ファンキージャグラー,14,5,1/277,1/204,"3,878",201,"1,946"
556,ファンキージャグラー,16,20,1/274,1/122,"4,391",79,"1,749"
557,ファンキージャグラー,11,13,1/279,1/128,"3,073",101,"1,107"
558,ファンキージャグラー,28,20,1/209,1/122,"5,852",149,"2,700"
560,ファンキージャグラー,16,8,1/220,1/147,"3,523",0,"1,540"
561,ファンキージャグラー,17,8,1/238,1/162,"4,052",313,"1,386"
562,ファンキージャグラー,6,0,1/276,1/276,"1,654",248,900
563,アイムジャグラーEX AnniversaryEdition,27,25,1/260,1/135,"7,019",245,"2,626"
565,アイムジャグラーEX AnniversaryEdition,1,1,1/691,1/346,691,584,855
566,ニューアイムジャグラーEX,20,15,1/282,1/161,"5,647",326,"1,603"
567,ニューアイムジャグラーEX,1,6,1/1763,1/252,"1,763",315,"1,510"
568,ニューアイムジャグラーEX,16,5,1/174,1/133,"2,785",349,"2,417"
570,ゴーゴージャグラー2,32,29,1/260,1/136,"8,326",1,"1,886"
571,ゴーゴージャグラー2,0,1,-,1/667,667,171,948
572,ゴーゴージャグラー2,14,7,1/256,1/171,"3,583",110,"1,407"
573,ゴーゴージャグラー2,14,7,1/234,1/156,"3,271",704,"2,033"
575,ゴーゴージャグラー2,25,23,1/266,1/139,"6,662",435,"2,137"
576,マイジャグラーⅣ,4,4,1/604,1/302,"2,414",219,"1,800"
577,マイジャグラーⅣ,9,11,1/385,1/173,"3,465",206,952
578,マイジャグラーⅣ,14,9,1/262,1/159,"3,666",550,"1,459"
580,マイジャグラーⅣ,20,10,1/212,1/142,"4,245",81,"1,967"
581,マイジャグラーⅣ,23,17,1/166,1/96,"3,829",49,"3,804"
